Branch office code,BIC code,Name of the branch office,Address of the branch office,Branch office may send VIBER items,Branch office may receive VIBER items
10105649,MKKBHUHB,MBH 504 Nagykőrösi Rákóczi,"2750 Nagykőrös, Rákóczi utca 1",S,R
10105656,MKKBHUHB,MBH 504 Celldömölk Kossuth,"9500 Celldömölk, Kossuth Lajos utca 18",S,R
10105663,MKKBHUHB,MBH 504 Csenger Ady,"4765 Csenger, Ady utca 5",S,R
10105670,MKKBHUHB,MBH 504 Csepreg Széchenyi,"9735 Csepreg, Széchenyi tér 4",S,R
10105687,MKKBHUHB,MBH 504 Csongrád Fő,"6640 Csongrád, Fő utca 28",S,R
10105694,MKKBHUHB,MBH 504 Csorna SzentIstván,"9300 Csorna, Szent István tér 23",S,R
10105704,MKKBHUHB,MBH 504 Csurgó Csokonai,"8840 Csurgó, Csokonai utca 14",S,R
10105711,MKKBHUHB,MBH 504 Dabas SzentIstván,"2370 DABAS, Szent István tér 1/D",S,R
10105728,MKKBHUHB,MBH 504 Inárcs Széchenyi,"2365 Inárcs, Széchenyi út 4",S,R
10105735,MKKBHUHB,MBH 504 Kakucs Sas,"2366 Kakucs, Sas telep 1",S,R
10105742,MKKBHUHB,MBH 504 Örkény Kossuth,"2377 Örkény, Kossuth Lajos út 34/a",S,R
10105759,MKKBHUHB,MBH 504 Debrecen Bethlen,"4026 Debrecen, Bethlen G. utca 6-8",S,R
10105766,MKKBHUHB,MBH 504 Debrecen Mátyás,"4025 Debrecen, Mátyás Király utca 29",S,R
10105773,MKKBHUHB,MBH 504 Debrecen Szentgyörgyfalvi,"4225 Debrecen, Szentgyörgyfalvi utca 9",S,R
10105780,MKKBHUHB,MBH 504 Derecske Rákóczi,"4130 Derecske, Rákóczi út 2",S,R
10105797,MKKBHUHB,MBH 504 Hosszúpályi Basi,"4274 Hosszúpályi, Bagosi utca 2",S,R
10105807,MKKBHUHB,MBH 504 Létavértes Baross,"4281 Létavértes, Baross utca 1",S,R
10105814,MKKBHUHB,MBH 504 Dombóvár Hunyadi,"7200 Dombóvár, Hunyadi tér 42",S,R
10105821,MKKBHUHB,MBH 504 Dorog Bécsi,"2510 Dorog, Bécsi út 33",S,R
10105838,MKKBHUHB,MBH 504 Dunakeszi Fő,"2120 Dunakeszi, Fő út 66-68",S,R
10105845,MKKBHUHB,MBH 504 Fót Dózsa,"2151 Fót, Dózsa György út 54",S,R
10105852,MKKBHUHB,MBH 504 Göd Pesti,"2131 Göd, Pesti út 93",S,R
10105869,MKKBHUHB,MBH 504 Dunaújváros Vasmű,"2400 Dunaújváros, Vasmű út 7",S,R
10105876,MKKBHUHB,MBH 504 Edelény Tóth,"3780 Edelény, Tóth Árpád út 5",S,R
10105883,MKKBHUHB,MBH 504 Szendrő Hősök,"3752 Szendrő, Hősök tere 2",S,R
10105890,MKKBHUHB,MBH 504 Eger DrSándor,"3300 Eger, Dr. Sándor Imre utca 4.",S,R
10105900,MKKBHUHB,MBH 504 Eger Katona,"3300 Eger, Katona István tér 7-9",S,R
10105917,MKKBHUHB,MBH 504 Verpelét Szabadság,"3351 Verpelét, Szabadság tér 8/a",S,R
10105924,MKKBHUHB,MBH 504 Encs Petőfi,"3860 Encs, Petőfi út 31",S,R
10105931,MKKBHUHB,MBH 504 Dunakiliti Kossuth,"9225 Dunakiliti, Kossuth utca 88",S,R
10105948,MKKBHUHB,MBH 504 Enying Deák,"8130 Enying, Deák Ferenc út 1",S,R
10105955,MKKBHUHB,MBH 504 Ercsi SzentIstván,"2451 Ercsi, Szent István út 3",S,R
10105962,MKKBHUHB,MBH 504 Martonvásár Brunszvik,"2462 Martonvásár, Brunszvik út 1/B",S,R
10105979,MKKBHUHB,MBH 504 Lábatlan Rákóczi,"2541 Lábatlan, Rákóczi út 138-140",S,R
10105986,MKKBHUHB,MBH 504 Fehérgyarmat Móricz,"4900 Fehérgyarmat, Móricz Zsigmond utca 19",S,R
10105993,MKKBHUHB,MBH 504 Jánkmajtis Kossuth,"4741 Jánkmajtis, Kossuth utca 12",S,R
10106035,MKKBHUHB,MBH 504 Füzesabony Rákóczi,"3390 Füzesabony, Rákóczi út 58",S,R
10106042,MKKBHUHB,MBH 504 Gárdony-Agárd Balatoni,"2484 Gárdony, Balatoni út 43",S,R
10106059,MKKBHUHB,MBH 504 Kápolnásnyék Fő,"2475 Kápolnásnyék, Fő út 29",S,R
10106066,MKKBHUHB,MBH 504 Gödöllő Petőfi,"2100 Gödöllő, Petőfi Sándor tér 8",S,R
10106073,MKKBHUHB,MBH 504 Isaszeg Kossuth,"2117 Isaszeg, Kossuth Lajos utca 15/a",S,R
10106080,MKKBHUHB,MBH 504 Pécel Ráday,"2119 Pécel, Ráday Gedeon tér 10",S,R
10106097,MKKBHUHB,MBH 504 Kistarcsa Széchenyi,"2143 Kistarcsa, Széchenyi út 67",S,R
10106114,MKKBHUHB,MBH 504 Gyál Kőrösi,"2360 GYÁL, Kőrösi utca 116",S,R
10106121,MKKBHUHB,MBH 504 Gyöngyös Magyar,"3200 Gyöngyös, Magyar út 1",S,R
10106138,MKKBHUHB,MBH 504 Gyöngyöspata Dózsa,"3035 Gyöngyöspata, Dózsa György út 1-3",S,R
10106145,MKKBHUHB,MBH 504 Gönyű Bajcsy,"9071 Gönyű, Bajcsy-Zsilinszky utca 13",S,R
10106152,MKKBHUHB,MBH 504 Győr Árpád,"9021 Győr, Árpád út 25",S,R
10106169,MKKBHUHB,MBH 504 Győr Árpád23,"9021 Győr, Árpád út 23.",S,R
10106176,MKKBHUHB,MBH 504 Győr Lehel,"9023 Győr, Lehel utca 27",S,R
10106183,MKKBHUHB,MBH 504 Győr Riesz,"9024 Győr, Riesz F. utca 11/a",S,R
10106190,MKKBHUHB,MBH 504 Gyula Városház,"5700 Gyula, Városház utca 23",S,R
10106217,MKKBHUHB,MBH 504 Hajdúdorog Tokaji,"4087 Hajdúdorog, Tokaji út 6",S,R
10106224,MKKBHUHB,MBH 504 Hajdúhadház Bocskai,"4242 Hajdúhadház, Bocskai tér 2/a",S,R
10106231,MKKBHUHB,MBH 504 Hajdúsámson Rákóczi,"4251 Hajdúsámson, Rákóczi utca 6",S,R
10106248,MKKBHUHB,MBH 504 Nyíradony Árpád,"4254 Nyíradony, Árpád tér 12",S,R
10106255,MKKBHUHB,MBH 504 Vámospércs Nagy,"4287 Vámospércs, Nagy utca 9",S,R
10106262,MKKBHUHB,MBH 504 Hajdúszoboszló Hősök,"4200 Hajdúszoboszló, Hősök tere 15",S,R
10106279,MKKBHUHB,MBH 504 Hatvan Kossuth,"3000 Hatvan, Kossuth tér 22",S,R
10106286,MKKBHUHB,MBH 504 Petőfibánya Mária,"3023 Petőfibánya, Mária utca 4",S,R
10106293,MKKBHUHB,MBH 504 Heves Hunyadi,"3360 Heves, Hunyadi utca 11-13",S,R
10106303,MKKBHUHB,MBH 504 Hévíz Széchenyi,"8380 Hévíz, Széchenyi utca 66",S,R
10106310,MKKBHUHB,MBH 504 Hódmezővásárhely Andrássy,"6800 Hódmezővásárhely, Andrássy út 50",S,R
10106327,MKKBHUHB,MBH 504 Mindszenti Csokonai,"6630 Mindszent, Csokonai Vitéz Mihály utca 28",S,R
10106334,MKKBHUHB,MBH 504 Gávavencsellő Petőfi,"4471 Gávavencsellő, Petőfi utca 3",S,R
10106341,MKKBHUHB,MBH 504 Ibrány Lehel,"4484 Ibrány, Lehel út 3",S,R
10106358,MKKBHUHB,MBH 504 Jánoshalma Dózsa,"6440 Jánoshalma, Dózsa György utca 82",S,R
10106365,MKKBHUHB,MBH 504 Mélykút Petőfi,"6449 Mélykút, Petőfi tér 3",S,R
10106372,MKKBHUHB,MBH 504 Jászapáti István,"5130 Jászapáti, István Király út 3",S,R
10106389,MKKBHUHB,MBH 504 Jászárokszállás Árpád,"5123 Jászárokszállás, Árpád tér 2",S,R
10106396,MKKBHUHB,MBH 504 Jászberény Szabadság,"5100 Jászberény, Szabadság tér 9-10",S,R
10106406,MKKBHUHB,MBH 504 Harta Kossuth,"6326 Harta, Kossuth Lajos utca 31",S,R
10106413,MKKBHUHB,MBH 504 Kalocsa Hunyadi,"6300 Kalocsa, Hunyadi utca 47-49",S,R
10106420,MKKBHUHB,MBH 504 Solt Posta,"6320 Solt, Posta utca 14",S,R
10106437,MKKBHUHB,MBH 504 Biatorbágy Szabadság Fiók,"2051 Biatorbágy, Szabadság út 11/A",S,R
10106444,MKKBHUHB,MBH 504 Kaposvár Fő,"7400 Kaposvár, Fő utca 51.",S,R
10106451,MKKBHUHB,MBH 504 Beled Rákóczi,"9343 Beled, Rákóczi utca 131",S,R
10106468,MKKBHUHB,MBH 504 Kapuvár Gesztenye,"9330 Kapuvár, Gesztenye sor 5",S,R
10106475,MKKBHUHB,MBH 504 Békéscsaba Csabacenter,"5600 Békéscsaba, Andrássy út 37-43.",S,R
10106482,MKKBHUHB,MBH 504 Kisújszállás Szabadságutca8,"5310 Kisújszállás, Szabadság utca 8",S,R
10106499,MKKBHUHB,MBH 504 Kazincbarcika Egressy,"3700 Kazincbarcika, Egressy Béni út 52",S,R
10106509,MKKBHUHB,MBH 504 Sajószentpéter Kossuth,"3770 Sajószentpéter, Kossuth Lajos út 179",S,R
10106516,MKKBHUHB,MBH 504 Dunavarsány Kossuth Fiók,"2336 Dunavarsány, Kossuth Lajos utca 38 B fszt 1",S,R
10106523,MKKBHUHB,MBH 504 Kecskemét Dobó,"6000 Kecskemét, Dobó kör út 15",S,R
10106530,MKKBHUHB,MBH 504 Hajdúnánás Kossuth Fiók,"4080 Hajdúnánás, Kossuth Lajos út 17",S,R
10106547,MKKBHUHB,MBH 504 Kecskemét Szabadság,"6000 Kecskemét, Szabadság tér 3",S,R
10106554,MKKBHUHB,MBH 504 Kecskemét Széchenyi,"6000 Kecskemét, Széchenyi sétány 5",S,R
10106561,MKKBHUHB,MBH 504 Kerekegyháza Fő,"6041 Kerekegyháza, Fő utca 82/a",S,R
10106578,MKKBHUHB,MBH 504 Lajosmizse Szabadság,"6050 Lajosmizse, Szabadság tér 10",S,R
10106585,MKKBHUHB,MBH 504 Lakitelek Liget,"6065 Lakitelek, Liget utca 2",S,R
10106592,MKKBHUHB,MBH 504 Tiszakécske SzentImre,"6060 Tiszakécske, Szent Imre tér 3",S,R
10106602,MKKBHUHB,MBH 504 Keszthely Bem,"8360 Keszthely, Bem utca 23",S,R
10106619,MKKBHUHB,MBH 504 Kisbér Kossuth,"2870 Kisbér, Kossuth Lajos utca 14",S,R
10106626,MKKBHUHB,MBH 504 Akasztó Fő,"6221 Akasztó, Fő utca 53",S,R
10106633,MKKBHUHB,MBH 504 Bócsa Kecskeméti,"6235 Bócsa, Kecskeméti út 20",S,R
10106640,MKKBHUHB,MBH 504 Csengőd Dózsa,"6222 Csengőd, Dózsa György utca 69",S,R
10106657,MKKBHUHB,MBH 504 Izsák Szabadság,"6070 Izsák, Szabadság tér 10",S,R
10106671,MKKBHUHB,MBH 504 Kiskőrös Petőfi,"6200 Kiskőrös, Petőfi tér 10-11",S,R
10106688,MKKBHUHB,MBH 504 Kiskunfélegyháza Fekete Pál,"6100 Kiskunfélegyháza, Fekete Pál sétány 2",S,R
10106695,MKKBHUHB,MBH 504 Kiskunhalas Kossuth,"6400 Kiskunhalas, Kossuth utca 4",S,R
10106705,MKKBHUHB,MBH 504 Kiskunmajsa Fő,"6120 Kiskunmajsa, Fő utca 57",S,R
10106712,MKKBHUHB,MBH 504 Kistelek SzentLászló,"6760 Kistelek, Szent László tér 2",S,R
10106729,MKKBHUHB,MBH 504 Kisvárda SzentLászló,"4600 Kisvárda, Szent László út 68",S,R
10106736,MKKBHUHB,MBH 504 Bábolna Béke,"2943 Bábolna, Béke út 1",S,R
10106743,MKKBHUHB,MBH 504 Komárom Igmándi,"2900 Komárom, Igmándi út 45",S,R
10106750,MKKBHUHB,MBH 504 Nagyigmánd Kossuth,"2942 Nagyigmánd, Kossuth Lajos utca 2",S,R
10106767,MKKBHUHB,MBH 504 Komló Városház,"7300 Komló, Városház tér 5",S,R
10106774,MKKBHUHB,MBH 504 Körmend Thököly,"9900 Körmend, Thököly utca 1",S,R
10106781,MKKBHUHB,MBH 504 Kőszeg Rákóczi,"9730 Kőszeg, Rákóczi utca 12",S,R
10106798,MKKBHUHB,MBH 504 Kunszentmárton Mátyás,"5440 Kunszentmárton, Mátyás Király út 1",S,R
10106808,MKKBHUHB,MBH 504 Tiszaföldvár Kossuth,"5430 Tiszaföldvár, Kossuth Lajos út 139",S,R
10106815,MKKBHUHB,MBH 504 Kunszentmiklós Kálvin,"6090 Kunszentmiklós, Kálvin tér 11",S,R
10106822,MKKBHUHB,MBH 504 Szabadszállás Kálvin,"6080 Szabadszállás, Kálvin tér 2",S,R
10106839,MKKBHUHB,MBH 504 Lenti Kossuth,"8960 Lenti, Kossuth út 4",S,R
10106846,MKKBHUHB,MBH 504 Letenye Kossuth,"8868 Letenye, Kossuth utca 15",S,R
10106853,MKKBHUHB,MBH 504 Makó Úri,"6900 Makó, Úri utca 1",S,R
10106860,MKKBHUHB,MBH 504 Hodász Széchenyi,"4334 Hodász, Széchenyi út 8",S,R
10106877,MKKBHUHB,MBH 504 Mátészalka Szalkay,"4700 Mátészalka, Szalkay László utca 2",S,R
10106884,MKKBHUHB,MBH 504 Nagyecsed Rákóczi,"4355 Nagyecsed, Rákóczi út 16",S,R
10106891,MKKBHUHB,MBH 504 Vaja Damjanich,"4562 Vaja, Damjanich utca 70",S,R
10106901,MKKBHUHB,MBH 504 Mezőcsát Kossuth,"3450 Mezőcsát, Kossuth út 7",S,R
10106918,MKKBHUHB,MBH 504 Kevermes Templom,"5744 Kevermes, Templom utca 2/a",S,R
10106925,MKKBHUHB,MBH 504 Mezőkovácsháza Árpád,"5800 Mezőkovácsháza, Árpád utca 188-192",S,R
10106932,MKKBHUHB,MBH 504 Bükkábrány Mátyás,"3422 Bükkábrány, Mátyás király utca 15",S,R
10106949,MKKBHUHB,MBH 504 Mezőkeresztes Dózsa,"3441 Mezőkeresztes, Dózsa György út 37",S,R
10106956,MKKBHUHB,MBH 504 Mezőkövesd Mátyás,"3400 Mezőkövesd, Mátyás király út 70",S,R
10106963,MKKBHUHB,MBH 504 Mezőtúr Dózsa,"5400 Mezőtúr, Dózsa György utca 24",S,R
10106970,MKKBHUHB,MBH 504 Túrkeve Petőfi,"5420 Túrkeve, Petőfi tér 3-5",S,R
10106987,MKKBHUHB,MBH 504 Felsőzsolca Kassai,"3561 Felsőzsolca, Kassai utca 28",S,R
10106994,MKKBHUHB,MBH 504 Miskolc Ady,"3527 Miskolc, Ady Endre utca 16.",S,R
10107005,MKKBHUHB,MBH 504 Miskolc Gutenberg,"3528 Miskolc, Gutenberg utca 1",S,R
10107012,MKKBHUHB,MBH 504 Miskolc Vasgyár,"3532 Miskolc, Vasgyári út 3",S,R
10107029,MKKBHUHB,MBH 504 Bóly Hősök,"7754 Bóly, Hősök tere 8/c",S,R
10107036,MKKBHUHB,MBH 504 Dunaszekcső Kossuth,"7712 Dunaszekcső, Kossuth Lajos utca 37",S,R
10107043,MKKBHUHB,MBH 504 Himesháza Kossuth,"7735 Himesháza, Kossuth Lajos utca 62",S,R
10107050,MKKBHUHB,MBH 504 Mohács Dózsa,"7700 Mohács, Dózsa György utca 31",S,R
10107067,MKKBHUHB,MBH 504 Szederkény Pécsi,"7751 Szederkény, Pécsi utca 40",S,R
10107074,MKKBHUHB,MBH 504 Gyömrő Táncsics,"2230 Gyömrő, Táncsics utca 82",S,R
10107081,MKKBHUHB,MBH 504 Monor Kossuth,"2200 Monor, Kossuth Lajos utca 77",S,R
10107098,MKKBHUHB,MBH 504 Üllő Pesti,"2225 Üllő, Pesti út 71",S,R
10107108,MKKBHUHB,MBH 504 Vecsés Telepi,"2220 Vecsés, Telepi út 50/a",S,R
10107115,MKKBHUHB,MBH 504 Mórahalom Millenniumi,"6782 Mórahalom, Millenniumi sétány 1",S,R
10107122,MKKBHUHB,MBH 504 Üllés Fogarasi,"6794 Üllés, Fogarasi utca 1",S,R
10107139,MKKBHUHB,MBH 504 Mór Deák,"8060 Mór, Deák Ferenc utca 28",S,R
10107146,MKKBHUHB,MBH 504 Hegyeshalom Fő,"9222 Hegyeshalom, Fő utca 135",S,R
10107153,MKKBHUHB,MBH 504 Lébény Fő,"9155 Lébény, Fő út 85",S,R
10107160,MKKBHUHB,MBH 504 Mosonmagyaróvár Kökény,"9200 Mosonmagyaróvár, Kökény utca 9",S,R
10107177,MKKBHUHB,MBH 504 Mosonmagyaróvár Palánk,"9200 Mosonmagyaróvár, Palánk utca 8",S,R
10107184,MKKBHUHB,MBH 504 Nagycenk Iskola,"9485 Nagycenk, Iskola utca 2",S,R
10107191,MKKBHUHB,MBH 504 Nagyatád Kossuth,"7500 Nagyatád, Kossuth Lajos utca 16",S,R
10107201,MKKBHUHB,MBH 504 BalkányiFő,"4233 Balkány, Fő utca 31",S,R
10107218,MKKBHUHB,MBH 504 Bökönyi Dózsa,"4231 Bököny, Dózsa György utca 5",S,R
10107225,MKKBHUHB,MBH 504 Nagykálló Zrínyi,"4320 Nagykálló, Zrínyi Miklós utca 22",S,R
10107232,MKKBHUHB,MBH 504 Újfehértó Béke,"4244 Újfehértó, Béke tér 4",S,R
10107256,MKKBHUHB,MBH 504 Nagykáta Dózsa,"2760 Nagykáta, Dózsa György út 10",S,R
10107263,MKKBHUHB,MBH 504 Sülysáp Malom,"2241 Sülysáp, Malom utca 1/a",S,R
10107270,MKKBHUHB,MBH 504 Tápiószentmárton Kossuth,"2711 Tápiószentmárton, Kossuth Lajos utca 17/a",S,R
10107287,MKKBHUHB,MBH 504 Nyírbátor Szabadság,"4300 Nyírbátor, Szabadság tér 5",S,R
10107294,MKKBHUHB,MBH 504 Nyíregyháza Dózsa,"4400 Nyíregyháza, Dózsa György út 11.",S,R
10107304,MKKBHUHB,MBH 504 Nyíregyháza Kossuth,"4400 Nyíregyháza, Kossuth utca 68",S,R
10107311,MKKBHUHB,MBH 504 Nyírtelek Arany,"4461 Nyírtelek, Arany János utca 1",S,R
10107328,MKKBHUHB,MBH 504 Csorvás Rákóczi,"5920 Csorvás, Rákóczi utca 1",S,R
10107335,MKKBHUHB,MBH 504 Orosháza Thököly,"5900 Orosháza, Thököly utca 15",S,R
10107342,MKKBHUHB,MBH 504 Bokod Fő,"2855 Bokod, Fő utca 50/a",S,R
10107359,MKKBHUHB,MBH 504 Oroszlány Rákóczi,"2840 Oroszlány, Rákóczi Ferenc utca 7/a",S,R
10107366,MKKBHUHB,MBH 504 Debrecen Debrecen Plaza,"4025 Debrecen, Péterfia utca 18.",S,R
10107373,MKKBHUHB,MBH 504 Putnok Mohos,"3630 Putnok, Mohos sétány 2.",S,R
10107380,MKKBHUHB,MBH 504 Őriszentpéter Városszer,"9941 Őriszentpéter, Városszer utca 106",S,R
10107397,MKKBHUHB,MBH 504 Dunaföldvár Fehérvári,"7020 Dunaföldvár, Fehérvári utca 4",S,R
10107407,MKKBHUHB,MBH 504 Nagydorog Kossuth,"7044 Nagydorog, Kossuth utca 52",S,R
10107414,MKKBHUHB,MBH 504 Németkér Széchenyi,"7039 Németkér, Széchenyi utca 43",S,R
10107421,MKKBHUHB,MBH 504 Paks Táncsics,"7030 Paks, Táncsics Mihály utca 4",S,R
10107438,MKKBHUHB,MBH 504 Pannonhalma Petőfi,"9090 Pannonhalma, Petőfi utca 20",S,R
10107445,MKKBHUHB,MBH 504 Pápa Zimmermann,"8501 Pápa, Zimmermann utca 1",S,R
10107452,MKKBHUHB,MBH 504 Pásztó Fő,"3060 Pásztó, Fő út 64",S,R
10107469,MKKBHUHB,MBH 504 Kozármisleny Orna,"7761 Kozármisleny, Orgona utca 2",S,R
10107476,MKKBHUHB,MBH 504 Pécs Bajcsy,"7622 Pécs, Bajcsy-Zsilinszky Endre utca 7",S,R
10107483,MKKBHUHB,MBH 504 Pécs Páfrány,"7634 Pécs, Páfrány utca 2/A",S,R
10107490,MKKBHUHB,MBH 504 Mecseknádasd Rákóczi,"7695 Mecseknádasd, Rákóczi Ferenc utca 40",S,R
10107500,MKKBHUHB,MBH 504 Pécsvárad Kossuth30,"7720 Pécsvárad, Kossuth Lajos utca 30",S,R
10107517,MKKBHUHB,MBH 504 Pétervására Szabadság,"3250 Pétervására, Szabadság tér 21",S,R
10107524,MKKBHUHB,MBH 504 Nagykovácsi Kossuth,"2094 Nagykovácsi, Kossuth Lajos utca 67",S,R
10107531,MKKBHUHB,MBH 504 Piliscsaba Bajcsy,"2081 Piliscsaba, Bajcsy-Zsilinszky utca 14",S,R
10107548,MKKBHUHB,MBH 504 Pilisvörösvár Fő,"2085 Pilisvörösvár, Fő út 69",S,R
10107555,MKKBHUHB,MBH 504 Solymár Mátyás,"2083 Solymár, Mátyás Király utca 14",S,R
10107562,MKKBHUHB,MBH 504 Üröm Fő,"2096 Üröm, Fő tér 1",S,R
10107579,MKKBHUHB,MBH 504 Kaba Rákóczi,"4183 Kaba, Rákóczi Ferenc út 120",S,R
10107586,MKKBHUHB,MBH 504 Püspökladány Gagarin,"4150 Püspökladány, Gagarin utca 1",S,R
10107593,MKKBHUHB,MBH 504 Dunaharaszti Baktay,"2330 DUNAHARASZTI, BAKTAY tér 5",S,R
10107603,MKKBHUHB,MBH 504 Ráckeve Kossuth,"2300 Ráckeve, Kossuth utca 32",S,R
10107610,MKKBHUHB,MBH 504 Tököl József,"2316 Tököl, József Attila utca 24",S,R
10107627,MKKBHUHB,MBH 504 Rétság Korányi,"2651 Rétság, Korányi út 2",S,R
10107634,MKKBHUHB,MBH 504 Salgótarján Erzsébet,"3100 Salgótarján, Erzsébet tér 7.",S,R
10107641,MKKBHUHB,MBH 504 Salgótarján Klapka,"3100 Salgótarján, Klapka György út 1",S,R
10107658,MKKBHUHB,MBH 504 Sárbogárd Ady,"7000 Sárbogárd, Ady Endre utca 107",S,R
10107665,MKKBHUHB,MBH 504 Sarkad Kossuth,"5720 Sarkad, Kossuth utca 14-16",S,R
10107672,MKKBHUHB,MBH 504 Sárospatak Eötvös,"3950 Sárospatak, Eötvös utca 3",S,R
10107689,MKKBHUHB,MBH 504 Répcelak Petőfi,"9653 Répcelak, Petőfi Sándor utca 50.",S,R
10107696,MKKBHUHB,MBH 504 Sárvár Batthyány,"9600 Sárvár, Batthyány utca 42/C",S,R
10107706,MKKBHUHB,MBH 504 Mács Szabadság,"7342 Mágocs, Szabadság utca 23",S,R
10107713,MKKBHUHB,MBH 504 Sásd Rákóczi,"7370 Sásd, Rákóczi utca 26",S,R
10107720,MKKBHUHB,MBH 504 Sátoraljaújhely Széchenyi,"3980 Sátoraljaújhely, Széchenyi tér 8",S,R
10107737,MKKBHUHB,MBH 504 Sellye Mátyás,"7960 Sellye, Mátyás Király utca 73",S,R
10107744,MKKBHUHB,MBH 504 Harkány Kossuth,"7815 Harkány, Kossuth Lajos utca 16",S,R
10107751,MKKBHUHB,MBH 504 Újpetre Kossuth,"7766 Újpetre, Kossuth utca 16/a",S,R
10107768,MKKBHUHB,MBH 504 Siófok Széchenyi,"8600 Siófok, Széchenyi utca 6/b",S,R
10107775,MKKBHUHB,MBH 504 Fertőd Fő,"9431 Fertőd, Fő utca 62",S,R
10107782,MKKBHUHB,MBH 504 Tótkomlós. Kossuth,"5940 Tótkomlós, Kossuth utca 1",S,R
10107799,MKKBHUHB,MBH 504 Sopron Várkerület,"9400 Sopron, Várkerület utca 18",S,R
10107809,MKKBHUHB,MBH 504 Maglód Fő Fiók,"2234 Maglód, Fő út 13",S,R
10107816,MKKBHUHB,MBH 504 Sümeg Kossuth,"8330 Sümeg, Kossuth utca 17",S,R
10107823,MKKBHUHB,MBH 504 Szentgál Fő Fiók,"8444 Szentgál, Fő utca 30",S,R
10107830,MKKBHUHB,MBH 504 Gyomaendrőd Kossuth,"5500 Gyomaendrőd, Kossuth utca 20",S,R
10107847,MKKBHUHB,MBH 504 Kondoros Csabai,"5553 Kondoros, Csabai út 14",S,R
10107854,MKKBHUHB,MBH 504 Szarvas Szabadság,"5540 Szarvas, Szabadság út 30",S,R
10107861,MKKBHUHB,MBH 504 Szécsény Rákóczi,"3170 Szécsény, Rákóczi út 71",S,R
10107878,MKKBHUHB,MBH 504 Domaszék Köztársaság,"6781 Domaszék, Köztársaság tér 4",S,R
10107885,MKKBHUHB,MBH 504 Sándorfalva Alkotmány,"6762 Sándorfalva, Alkotmány körút 21/A",S,R
10107892,MKKBHUHB,MBH 504 Szigethalom Mű Fiók,"2315 Szigethalom, Mű út 73/H",S,R
10107902,MKKBHUHB,MBH 504 Szeged Honvéd,"6722 Szeged, Honvéd tér 7",S,R
10107919,MKKBHUHB,MBH 504 Szeged Hősök,"6771 Szeged, Hősök tere 4/B",S,R
10107926,MKKBHUHB,MBH 504 Szeged Széchenyi,"6720 Szeged, Széchenyi tér 3.",S,R
10107933,MKKBHUHB,MBH 504 Szeged Szőregi,"6726 Szeged, Szőregi út 80",S,R
10107940,MKKBHUHB,MBH 504 Bátaszék Budai,"7140 Bátaszék, Budai utca 24",S,R
10107957,MKKBHUHB,MBH 504 Szombathely Szűrcsapó Fiók,"9700 Szombathely, Szűrcsapó utca 23",S,R
10107964,MKKBHUHB,MBH 504 Szekszárd Széchenyi62,"7100 Szekszárd, Széchenyi utca 62",S,R
10107971,MKKBHUHB,MBH 504 Tolna Deák,"7130 Tolna, Deák Ferenc utca 4",S,R
10107988,MKKBHUHB,MBH 504 Zomba Fő,"7173 Zomba, Fő tér 5",S,R
10107995,MKKBHUHB,MBH 504 Budakalász Petőfi,"2011 Budakalász, Petőfi tér 11",S,R
10108006,MKKBHUHB,MBH 504 Dunabogdány Hajó,"2023 Dunabogdány, Hajó utca 3",S,R
10108257,MKKBHUHB,MBH 504 Tatabánya Fő,"2800 Tatabánya, Fő tér 20/a",S,R
10108264,MKKBHUHB,MBH 504 Tata Ady,"2890 Tata, Ady Endre út 17",S,R
10108271,MKKBHUHB,MBH 504 Tét Fő,"9100 Tét, Fő utca 86",S,R
10108288,MKKBHUHB,MBH 504 Abádszalók István,"5241 Abádszalók, István király utca 8",S,R
10108295,MKKBHUHB,MBH 504 Kunhegyes Szabadság,"5340 Kunhegyes, Szabadság tér 11",S,R
10108305,MKKBHUHB,MBH 504 Tiszafüred Kossuth,"5350 Tiszafüred, Kossuth tér 17",S,R
10108312,MKKBHUHB,MBH 504 Tiszaújváros SzentIstván,"3580 Tiszaújváros, Szent István út 29/B",S,R
10108329,MKKBHUHB,MBH 504 Rakamaz SzentIstván,"4465 Rakamaz, Szent István utca 25",S,R
10108336,MKKBHUHB,MBH 504 Tiszaeszlár Rákóczi,"4464 Tiszaeszlár, Rákóczi utca 79",S,R
10108343,MKKBHUHB,MBH 504 Tiszalök Kossuth,"4450 Tiszalök, Kossuth utca 79/b",S,R
10108350,MKKBHUHB,MBH 504 Tiszavasvári Kossuth,"4440 Tiszavasvári, Kossuth Lajos utca 1",S,R
10108367,MKKBHUHB,MBH 504 Tokaj Bajcsy,"3910 Tokaj, Bajcsy-Zsilinszky Endre utca 18",S,R
10108374,MKKBHUHB,MBH 504 Törökszentmiklós Kossuth,"5200 Törökszentmiklós, Kossuth út 146",S,R
10108381,MKKBHUHB,MBH 504 Vác Káptalan,"2600 Vác, Káptalan utca 14",S,R
10108398,MKKBHUHB,MBH 504 Berhida Szabadság,"8181 Berhida, Szabadság tér 6",S,R
10108408,MKKBHUHB,MBH 504 Várpalota Posta,"8100 Várpalota, Posta út 8",S,R
10108415,MKKBHUHB,MBH 504 Vásárosnamény Rákóczi,"4800 Vásárosnamény, Rákóczi utca 1",S,R
10108422,MKKBHUHB,MBH 504 Vasvár Főszolgabíró,"9800 Vasvár, Főszolgabíró tér 1",S,R
